가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재년도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자
마석택지지구,37.660179,127.302733,37.655787,127.301026,은행나무 벚나무,464,5,,택지지구 가로수길,,,마석택지~너구내입구,031-590-2855,경기도 남양주시청,2020-07-02
평내택지지구,37.644177,127.229424,37.652501,127.243684,느티 소나무 메타세 벚 은행 회화,968,10,,택지지구내 가로수길,,,평내택지진입부~호평택지지구 전,031-590-2855,경기도 남양주시청,2020-07-02
호평택지지구,37.653792,127.239915,37.655457,127.255521,느티 메타세 벚 이팝 중국단풍,1438,8,,택지지구내 가로수길,,,호평동 입구~마치터널전,031-590-2855,경기도 남양주시청,2020-07-02
시도 홍유릉로,37.618867,127.178996,37.633185,127.205858,소나무 은행나무 반송,451,4,,조형소나무길,,시도,금곡사거리~양정동사거리,031-590-2855,경기도 남양주시청,2020-07-02
시도 소래비로,37.652469,127.315576,37.688576,127.323469,양버즘나무,142,5,,버즘나무길,,시도,마석윗삼거리~송천리삼거리,031-590-2855,경기도 남양주시청,2020-07-02
장안공단1길d,37.110278,126.842778,37.112222,126.8403109,이팝나무,53,0.5,,이팝나무,장안공단1길d,,장안공단1길d,031-369-6126,화성시청 산림녹지과,2019-04-02
독정리산업단지(화성스마트벨리),37.077222,126.869722,37.073611,126.867778,느티나무,40,0.4,,느티나무,독정리산업단지(화성스마트벨리),,독정리산업단지(화성스마트벨리),031-369-6126,화성시청 산림녹지과,2019-04-02
동탄반송길~동탄공원로2길,37.211111,127.0668302,37.208333,127.048056,소나무,99,0.9,,소나무,동탄반송길~동탄공원로2길,,동탄반송길~동탄공원로2길,031-369-6135,화성시청 산림녹지과,2019-04-02
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,메타세콰이어,42,0.2,,메타세콰이어,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.212778,127.059722,37.2000941,127.056111,청단풍,29,1.1,,청단풍,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄산단3길,37.166667,127.0841731,37.163056,127.083889,회화나무,59,0.6,,회화나무,동탄산단3길,,동탄산단3길,031-369-3705,화성시청 산림녹지과,2019-04-02
신장로,37.07914,127.054796,37.09014,127.053442,왕벚+은행,321,1700,,도로 좌우쪽으로 왕벚+은행나무가 심겨져 있어 아름다운 경관 연출,신장로,,신장육교사거리~장안들,031-8024-6551,송탄출장소 건축녹지과,2019-04-01
중앙로,37.00945131,127.2636781,37.01273981,127.2505889,소나무,210,3,2013,중앙로,,,한경대~공단사거리,031-678-5392,경기도 안성시청,2019-03-31
지방도70호선(1),37.609007,127.681178,37.537467,127.678986,은행나무+벚나무,,10.6,,산림경관이 수려한 청정지역 단월면에 은행나무와 벚나무가 조성되어 있는 가로수길,,,단월명성~단월보룡,031-770-2415,양평군청(산림과),2020-06-12
보개원삼로,37.0071857,127.2822286,37.02572958,127.2834482,주목,14,2.2,2015,보개원삼로,,,한국국토정보공사~보개약국,031-678-5392,경기도 안성시청,2019-03-31
구송동길,37.02572958,127.2834482,37.02572958,127.2834482,왕벚나무,745,8,2014,구송동길,,,송동교~제설작업장,031-678-5392,경기도 안성시청,2019-03-31
무능로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,128,1.1,2017,무능로,,,무능리228-3~무능리55-2,031-678-5392,경기도 안성시청,2019-03-31
도로명없음,37.200833,126.826389,37.200556,126.825833,느티나무,4,0.1,,느티나무,도로명없음,,도로명없음,031-369-6895,화성시청 산림녹지과,2019-04-02
도로명없음,37.207222,126.833056,37.206667,126.830278,느티나무,27,0.1,,느티나무,도로명없음,,도로명없음,031-369-6895,화성시청 산림녹지과,2019-04-02
노작로(중앙분리대),37.194444,127.081944,37.209444,127.082778,느티나무,19,3.4,,느티나무,노작로(중앙분리대),,노작로(중앙분리대),031-369-6135,화성시청 산림녹지과,2019-04-02
와우로,37.216389,126.968611,37.212778,126.973889,느티나무,32,0.9,,느티나무,와우로,,와우로,031-369-6125,화성시청 산림녹지과,2019-04-02
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,스트로브잣나무,100,0.2,,스트로브잣나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-04-02
가천중앙1길,37.02572958,127.2834482,37.02572958,127.2834482,소나무,16,0.6,2011,가천중앙1길,,,원곡초등학교앞~원곡초등학교앞,031-678-5392,경기도 안성시청,2019-03-31
칠장로,37.02572958,127.2834482,37.02572958,127.2834482,산벚나무,315,1.4,2005,칠장로,,,칠장리~칠장사,031-678-5392,경기도 안성시청,2019-03-31
은행나무길,37.701336,127.047249,37.76416,127.043856,은행나무,861,7000,,평화로 은행나무길,평화로,,평화로,031-828-4633,의정부시 공원녹지과,2019-04-01
지방도70호선(2),37.515008,127.640445,37.412429,127.572676,은행나무+벚나무+이팝나무,,19.7,,지방도70호선이 지나는 광탄리의 은행나무와 옥현리의 벚나무가 수려한 경관을 이루고 있음.,,,단월봉상~단월계전,031-770-2415,양평군청(산림과),2020-06-12
국도37호선(1),37.590018,127.470412,37.496074,127.484182,은행나무+벚나무+느티나무,,14.3,,국립중미산 자연휴양림을 끼고 계곡을 따라 경관이 수려한 가로수길,,,옥천신복~양평양근,031-770-2415,양평군청(산림과),2020-06-12
국도37호선(2),37.496081,127.484106,37.411797,127.539463,은행나무+산수유나무,,13.4,,산수유축제로 유명한 개군면을 지나는 가로수길로 꽃이 피는 봄철 경관도 아름답지만 열매가 맺히는 가을철 경관 또한 아름다움.,,,양평양근~개군상자포,031-770-2415,양평군청(산림과),2020-06-12
병점1로,37.201944,127.038333,37.218056,127.036667,느티나무,398,2.4,,느티나무,병점1로,,병점1로,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,산딸나무,115,0.3,,산딸나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
용주로,37.206944,126.909722,37.20545735,127.014444,소나무(장송),115,2.8,,소나무(장송),용주로,,용주로,031-369-6125,화성시청 산림녹지과,2019-04-02
한내로,37.02572958,127.2834482,37.02572958,127.2834482,단풍나무,677,4.9,2005,한내로,,,필산리~방축초교앞,031-678-5392,경기도 안성시청,2019-03-31
이화로,37.010214,127.091641,37.023358,127.120565,은행+이팝,476,3414,,도로 좌우쪽으로 은행+이팝나무가 심겨져 있어 아름다운 경관 연출,이화로,,기남교차로~기남방송삼거리,031-8024-4212,평택시청 산림녹지과,2019-04-01
대추길,36.94595,127.096094,36.948907,127.084182,왕벚,89,810,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,대추길,,평택 팽성읍 노와리 270-11~평택 팽성읍 노와리 산 61-1,031-8024-4212,평택시청 산림녹지과,2019-04-01
강변로,36.979363,126.953657,36.983538,126.929248,느티+왕벚+대왕참,337,2430,,도로 좌우쪽으로 느티+왕벚+대왕참나무가 심겨져 있어 아름다운 경관 연출,강변로,,평택 안중읍 대반리 751~평택 안중읍 안중리 산 73-1,031-8024-8482,안중출장소 건축녹지과,2019-04-01
동탄기흥로,37.163333,127.086667,37.164444,127.086111,회화나무,12,0.4,,회화나무,동탄기흥로,,동탄기흥로,031-369-3705,화성시청 산림녹지과,2019-04-02
도원체육공원,37.133333,126.921389,37.11720187,126.926944,목백합,76,0.5,,목백합,도원체육공원,,도원체육공원,031-369-6126,화성시청 산림녹지과,2019-04-02
향남읍 행정리 503-1,37.1250757,126.926389,37.125278,126.923056,벚나무,41,0.3,,벚나무,향남읍 행정리 503-1,,향남읍 행정리 503-1,031-369-6126,화성시청 산림녹지과,2019-04-02
발안만세길,37.133333,126.897222,37.12549483,126.8995486,느티나무,156,0.8,,느티나무,발안만세길,,발안만세길,031-369-6126,화성시청 산림녹지과,2019-04-02
(조암택지D) 조암북로,37.086389,126.822222,37.086111,126.820556,은행나무,35,0.2,,은행나무,(조암택지D) 조암북로,,(조암택지D) 조암북로,031-369-6126,화성시청 산림녹지과,2019-04-02
장안공단1길c,37.112778,126.839722,37.112778,126.840833,벚나무,60,0.5,,벚나무,장안공단1길c,,장안공단1길c,031-369-6126,화성시청 산림녹지과,2019-04-02
마도공단로 4길,37.184167,126.788333,37.180833,126.793611,벚나무,110,0.6,,벚나무,마도공단로 4길,,마도공단로 4길,031-369-6895,화성시청 산림녹지과,2019-04-02
"화성로, 전곡항로",37.248611,126.889167,37.193056,126.655833,배롱나무,332,24.7,,배롱나무,"화성로, 전곡항로",,"화성로, 전곡항로",031-369-6895,화성시청 산림녹지과,2019-04-02
동탄공원로(중앙분리대),37.211389,127.062778,37.198889,127.059444,칠엽수,48,1.5,,칠엽수,동탄공원로(중앙분리대),,동탄공원로(중앙분리대),031-369-6135,화성시청 산림녹지과,2019-04-02
동화길,37.217778,126.958611,37.217778,126.958611,감나무,9,0.1,,감나무,동화길,,동화길,031-369-6125,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.198889,127.056944,37.199167,127.066944,메타세콰이어,36,0.1,,메타세콰이어,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄산단2길~동탄산단4길,37.161667,127.085278,37.166944,127.087778,회화나무,70,0.8,,회화나무,동탄산단2길~동탄산단4길,,동탄산단2길~동탄산단4길,031-369-3705,화성시청 산림녹지과,2019-04-02
서둔로,37.266415,126.981101,37.269309,126.979622,무궁화,,0.35,,나라꽃 무궁화와 오래된 캠퍼스의 낭만이 깃든 가로수길,서둔로,,(구)서울농대후문~생명나무교회,031-228-4666,경기도 수원시,2019-04-25
서부로,37.281707,126.973214,37.284111,126.969465,소나무,118,0.68,,늘푸른 기품을 자아내는  소나무 가로수길,서부로,,구운사거리~성균관대 사거리,031-228-4666,경기도 수원시,2019-04-25
송정로,37.297531,127.013844,37.296465,127.000873,"플라타너스, 소나무",190,1.2,,"키 큰 플라타너스길, 운치있는 소나무길, 그 끝엔 신나는 야구경기장이 있는 가로수길",송정로,,수원종합운동장사거리~송정초등학교,031-228-4666,경기도 수원시,2019-04-25
수인로,37.272998,126.985872,37.270847,126.993951,메타세콰이어,102,0.68,,수원의 곡창지대 서둔벌과 서호저수지를 에두른 가로수길,수인로,,서둔말삼거리~서둔교차로,031-228-4666,경기도 수원시,2019-04-25
정자천로,37.297742,126.997764,37.288224,126.977631,느티나무,324,2.1,,느티나무와 단풍나무의 조화로 가을단풍이 특히 아름다운 사색의 거리,정자천로,,만석공원사거리~율천고교삼거리,031-228-4666,경기도 수원시,2019-04-25
정조로,37.275167,127.016741,37.289167,127.014155,플라타너스,150,1.6,,"플라타너스 네모모양 테마전정, 세계문화유산 수원화성을 잇는 가로수길",정조로,,중동사거리~장안문,031-228-4666,경기도 수원시,2019-04-25
중부대로,37.275167,127.016741,37.278252,127.030288,은행나무,331,1.3,,"브로콜리를 연상시키는 은행나무 테마전정, 뭇골시장의 먹거리를 즐기는 가로수길",중부대로,,중동사거리~동수원사거리,031-228-4666,경기도 수원시,2019-04-25
천천로,37.292371,126.988258,37.309843,126.981323,"메타세콰이어, 느티나무",555,2.0,,"차도 사람도 잠시 멈춤, 도심을 가르는 녹색띠 가로수길",천천로,,한마루사거리~율목교,031-228-4666,경기도 수원시,2019-04-25
청명로,37.253221,127.080069,37.248702,127.079243,메타세콰이어,111,0.5,,청명산과 반달공원으로 낙엽을 밟고 걷는 가로수길,청명로,,신성초교사거리~말티고개삼거리,031-228-4666,경기도 수원시,2019-04-25
시도 강변북로,37.610771,127.168314,37.584925,127.165961,벚나무,404,2,,왕벚나무길,,시도,지금삼거리~ 왕숙천 수석교방향,031-590-2855,경기도 남양주시청,2020-07-02
시도 묵현로,37.660665,127.291393,37.671891,127.301875,은행나무,104,2,,천마산가는길,,시도,묵현교차로~너구내고개교차로,031-590-2855,경기도 남양주시청,2020-07-02
시도 경복대로,37.705727,127.193075,37.743772,127.217247,소나무 느티 벚 이팝 주목,622,3,,학교진입도로,,시도,이정왕갈비 삼거리~ 중말교차로,031-590-2855,경기도 남양주시청,2020-07-02
시도 와부덕소우회로,37.584247,127.216471,37.601277,127.246583,벚나무,463,5,,월문천변 왕벚나무 길,,시도,와부읍사무소~월문리㈜이엠씨,031-590-2855,경기도 남양주시청,2020-07-02
도농체육공원,37.611275,127.149102,37.611283,127.149134,벚나무,107,2,,왕벚나무길,,,남양아이좋은집 아파트 726동~ 공원매표소(쌍용자동차정비소),031-590-2855,경기도 남양주시청,2020-07-02
제2청사 입구로,37.611631,127.169591,37.612101,127.171106,양버즘나무,67,1,,버즘나무길,,,제2청사입구~ 제2청사,031-590-2855,경기도 남양주시청,2020-07-02
도농부영그린타운일원,37.611796,127.160443,37.612583,127.156885,느티나무 벚나무,553,2,,아파트 주변도로,,,도농중학교 앞~ 도농초등학교앞,031-590-2855,경기도 남양주시청,2020-07-02
진접택지,37.710074,127.184567,37.724736,127.208624,느티 왕벚 청단풍 소나무 주목 칠엽수,1610,15,2009,진접택지지구 가로수길,,,진접택지 주변도로,031-590-2855,경기도 남양주시청,2020-07-02
국도47호,37.675291,127.153701,37.761191,127.222901,튤립나무 공작단풍 홍단풍,1442,16,2009,시가지 가로수길,,일반국도,내곡IC~팔야리 포천시계,031-590-2855,경기도 남양주시청,2020-07-02
장현지구,37.717642,127.184874,37.714086,127.179606,느티나무,181,5,2002,장현시가지 가로수길,,,장현 주공아파트 주변 도로,031-590-2855,경기도 남양주시청,2020-07-02
군도5호선,37.731946,127.208555,37.743487,127.216774,이팝나무,418,5,2009,이팝나무길,,시도,금곡리(434-2) ~진벌리 중말교차로,031-590-2855,경기도 남양주시청,2020-07-02
진접롯데캐슬,37.720699,127.188222,37.717111,127.185551,왕벚나무,93,1,2009,진접 가로수 길,,,진접롯데캐슬 주변 도로,031-590-2855,경기도 남양주시청,2020-07-02
부평1지구,37.740358,127.197316,37.737138,127.200229,왕벚나무,281,3,2009,왕벚나무길,,,진접센트레빌 주변 도로,031-590-2855,경기도 남양주시청,2020-07-02
강변로,37.873277,127.058981,37.946489,127.061367,은행나무+느티나무+왕벚나무+이팝나무,940,9.2,,신천변을 따라 가을철 고은 단풍이 멋짐,,,송내삼거리～소요산 사거리,031-860-2412,동두천시청 공원녹지과,2020-06-30
거북마루로,37.895798,127.055238,37.895695,127.045939,느티나무,132,0.7,,여름철 도심에 시원한 그늘 제공,,,부영6단지～선업교,031-860-2412,동두천시청 공원녹지과,2020-06-30
광암로,37.899078,127.057869,37.890843,127.094382,느티나무+왕벚나무+이팝나무,97,0.7,,봄철에 꽃이 피어 시민들에게 볼거리 제공,,,생골사거리～매초산성,031-860-2412,동두천시청 공원녹지과,2020-06-30
